Date,Open,High,Low,Close,Volume,Adj Close
2012-12-17,7604.16,7627.14,7564.07,7604.94,21421600,7604.94
2012-12-14,7599.03,7619.26,7571.16,7596.47,23848200,7596.47
2012-12-13,7618.62,7618.62,7561.96,7581.98,30439000,7581.98
2012-12-12,7595.20,7626.40,7590.18,7614.79,25473400,7614.79
2012-12-11,7529.24,7596.90,7518.74,7589.75,26986200,7589.75
2012-12-10,7484.95,7536.60,7457.40,7530.92,20909700,7530.92
2012-12-07,7539.78,7553.05,7487.64,7517.80,28546700,7517.80
2012-12-06,7469.54,7554.51,7461.19,7534.54,36153300,7534.54
2012-12-05,7480.59,7482.28,7428.70,7454.55,24721000,7454.55
2012-12-04,7428.13,7466.25,7417.30,7435.12,21553400,7435.12
2012-12-03,7427.41,7487.89,7419.30,7435.21,23424400,7435.21
2012-11-30,7399.09,7442.60,7398.22,7405.50,26642600,7405.50
2012-11-29,7382.55,7416.52,7377.09,7400.96,29845800,7400.96
2012-11-28,7317.49,7351.48,7265.44,7343.41,23358300,7343.41
2012-11-27,7343.01,7361.55,7307.30,7332.33,21680100,7332.33
2012-11-26,7286.69,7312.86,7273.57,7292.03,19021500,7292.03
2012-11-23,7258.33,7311.55,7219.55,7309.13,20806300,7309.13
2012-11-22,7210.46,7253.02,7205.20,7244.99,23979300,7244.99
2012-11-21,7148.91,7194.79,7139.99,7184.71,24820900,7184.71
2012-11-20,7098.13,7186.61,7092.23,7172.99,23026400,7172.99
2012-11-19,7020.23,7130.87,7007.21,7123.84,27076400,7123.84
2012-11-16,7045.63,7059.83,6950.53,6950.53,36190100,6950.53
2012-11-15,7064.99,7079.22,7021.62,7043.42,29423900,7043.42
2012-11-14,7156.34,7182.81,7084.63,7101.92,28534400,7101.92
2012-11-13,7131.60,7185.29,7074.87,7169.12,36748900,7169.12
2012-11-12,7164.68,7196.00,7138.17,7168.76,18583100,7168.76
2012-11-09,7220.69,7222.87,7064.34,7163.50,33110000,7163.50
2012-11-08,7260.35,7287.00,7184.18,7204.96,36289300,7204.96
2012-11-07,7425.08,7434.96,7226.60,7232.83,37358100,7232.83
2012-11-06,7336.46,7388.98,7319.73,7377.76,27366100,7377.76
2012-11-05,7320.98,7337.47,7304.45,7326.47,20871500,7326.47
2012-11-02,7336.52,7391.04,7314.68,7363.85,29093800,7363.85
2012-11-01,7255.30,7356.18,7255.11,7335.67,22800300,7335.67
2012-10-31,7305.07,7347.51,7260.63,7260.63,31907000,7260.63
2012-10-30,7239.69,7292.83,7239.04,7284.40,21851700,7284.40
2012-10-29,7205.05,7225.32,7171.96,7203.16,16961200,7203.16
2012-10-26,7161.73,7257.37,7147.51,7231.85,22170100,7231.85
2012-10-25,7203.12,7256.22,7181.45,7200.23,29816100,7200.23
2012-10-24,7202.03,7216.13,7120.68,7192.85,31284600,7192.85
2012-10-23,7339.16,7343.60,7153.80,7173.69,30924400,7173.69
2012-10-22,7372.36,7390.10,7313.24,7328.05,20738400,7328.05
2012-10-19,7413.69,7430.12,7363.50,7380.64,42441300,7380.64
2012-10-18,7401.41,7447.81,7389.01,7437.23,31162900,7437.23
2012-10-17,7381.08,7399.99,7367.59,7394.55,27933900,7394.55
2012-10-16,7309.08,7387.78,7293.90,7376.27,30760400,7376.27
2012-10-15,7237.40,7302.23,7237.40,7261.25,21725400,7261.25
2012-10-12,7260.57,7291.24,7232.42,7232.49,24092200,7232.49
2012-10-11,7192.75,7305.46,7182.31,7281.70,31008300,7281.70
2012-10-10,7219.46,7245.17,7201.09,7205.23,21796000,7205.23
2012-10-09,7306.33,7308.13,7221.50,7234.53,23253800,7234.53
2012-10-08,7340.39,7341.28,7286.24,7291.21,23003300,7291.21
2012-10-05,7327.70,7409.78,7312.79,7397.87,27771400,7397.87
2012-10-04,7368.21,7374.86,7283.48,7305.21,31167700,7305.21
2012-10-03,7283.26,7339.33,7272.06,7322.08,22180200,7322.08
2012-10-02,7278.13,7373.15,7266.11,7305.86,26663800,7305.86
2012-10-01,7227.81,7339.20,7225.29,7326.73,29599600,7326.73
2012-09-28,7330.61,7337.17,7215.95,7216.15,32355400,7216.15
2012-09-27,7313.15,7324.97,7268.69,7290.02,30703000,7290.02
2012-09-26,7362.98,7362.98,7255.77,7276.51,37243300,7276.51
2012-09-25,7406.22,7438.89,7369.39,7425.11,29641900,7425.11
2012-09-24,7419.65,7440.49,7388.20,7413.16,24075200,7413.16
2012-09-21,7409.34,7478.53,7391.06,7451.62,77212600,7451.62
2012-09-20,7322.62,7390.46,7313.14,7389.49,37224000,7389.49
2012-09-19,7387.18,7396.12,7326.24,7390.76,28954700,7390.76
2012-09-18,7350.09,7375.00,7304.25,7347.69,33100400,7347.69
2012-09-17,7390.29,7414.22,7382.47,7403.69,27963100,7403.69
2012-09-14,7397.98,7446.47,7388.79,7412.13,43834700,7412.13
2012-09-13,7341.78,7353.22,7280.23,7310.32,28565400,7310.32
2012-09-12,7331.58,7410.36,7307.48,7343.53,39922100,7343.53
2012-09-11,7197.20,7313.48,7186.63,7310.11,29404200,7310.11
2012-09-10,7207.96,7233.92,7203.65,7213.70,26317500,7213.70
2012-09-07,7183.92,7248.51,7182.60,7214.50,41982900,7214.50
2012-09-06,6984.31,7172.32,6977.86,7167.33,41747200,7167.33
2012-09-05,6941.66,7003.53,6892.86,6964.69,25428300,6964.69
2012-09-04,7012.99,7015.71,6920.00,6932.58,21725300,6932.58
2012-09-03,6946.61,7016.31,6944.25,7014.83,19610000,7014.83
2012-08-31,6897.73,7011.45,6889.79,6970.79,27766800,6970.79
2012-08-30,6962.29,6978.50,6871.00,6895.49,27541100,6895.49
2012-08-29,7003.02,7029.80,6945.71,7010.57,16399700,7010.57
2012-08-28,7004.05,7031.16,6976.01,7002.68,17055700,7002.68
2012-08-27,6960.02,7049.48,6946.08,7047.45,14170000,7047.45
2012-08-24,6957.60,6990.07,6885.98,6971.07,21145300,6971.07
2012-08-23,7065.99,7080.74,6923.07,6949.57,27346700,6949.57
2012-08-22,7048.30,7051.77,7005.26,7017.75,22101100,7017.75
2012-08-21,7048.79,7105.43,7041.73,7089.32,20980100,7089.32
2012-08-20,7037.02,7086.22,7008.97,7033.68,21036200,7033.68
2012-08-17,7011.37,7041.11,7000.85,7040.88,31597300,7040.88
2012-08-16,6958.39,7001.40,6929.43,6996.29,24262600,6996.29
2012-08-15,6953.01,6972.64,6910.39,6946.80,16927300,6946.80
2012-08-14,6965.04,6995.03,6939.50,6974.39,18671000,6974.39
2012-08-13,6935.51,6976.31,6882.03,6909.68,19034100,6909.68
2012-08-10,6927.71,6955.38,6891.90,6944.56,21472200,6944.56
2012-08-09,6979.41,6989.15,6891.49,6964.99,27897800,6964.99
2012-08-08,6944.89,6966.15,6907.29,6966.15,23986600,6966.15
2012-08-07,6909.28,6979.63,6902.86,6967.95,30006900,6967.95
2012-08-06,6845.88,6943.32,6845.88,6918.72,26947400,6918.72
2012-08-03,6626.30,6876.74,6621.36,6865.66,38691500,6865.66
2012-08-02,6756.16,6855.71,6596.21,6606.09,44863600,6606.09
2012-08-01,6775.99,6800.10,6735.89,6754.46,23663400,6754.46
2012-07-31,6780.62,6835.19,6756.18,6772.26,29189800,6772.26
2012-07-30,6729.19,6796.61,6703.26,6774.06,28093500,6774.06
2012-07-27,6605.42,6690.43,6513.97,6689.40,29769600,6689.40
2012-07-26,6393.20,6595.58,6324.53,6582.96,44942200,6582.96
2012-07-25,6387.84,6475.33,6375.15,6406.52,26023500,6406.52
2012-07-24,6420.82,6456.00,6378.00,6390.41,26391400,6390.41
2012-07-23,6561.87,6572.11,6371.15,6419.33,33956800,6419.33
2012-07-20,6741.90,6775.74,6620.72,6630.02,44337500,6630.02
2012-07-19,6706.99,6773.50,6698.87,6758.39,33451400,6758.39
2012-07-18,6601.71,6690.66,6578.86,6684.42,24546900,6684.42
2012-07-17,6583.77,6610.81,6542.89,6577.64,22448800,6577.64
2012-07-16,6550.95,6577.06,6511.18,6565.72,20388100,6565.72
2012-07-13,6446.22,6557.10,6436.09,6557.10,28655600,6557.10
2012-07-12,6410.94,6448.22,6366.77,6419.35,33641700,6419.35
2012-07-11,6413.17,6496.53,6399.40,6453.85,23031900,6453.85
2012-07-10,6397.46,6491.40,6349.62,6438.33,27864900,6438.33
2012-07-09,6408.64,6420.78,6375.69,6387.57,23483900,6387.57
2012-07-06,6508.22,6533.79,6407.84,6410.11,27674400,6410.11
2012-07-05,6561.77,6641.86,6475.92,6535.56,36858200,6535.56
2012-07-04,6564.30,6573.86,6525.51,6564.80,20045900,6564.80
2012-07-03,6508.33,6578.21,6505.39,6578.21,28768600,6578.21
2012-07-02,6405.39,6520.40,6390.55,6496.08,29097100,6496.08
2012-06-29,6296.74,6416.28,6261.74,6416.28,39749700,6416.28
2012-06-28,6232.12,6240.09,6096.94,6149.91,29941300,6149.91
2012-06-27,6155.91,6230.51,6131.30,6228.99,25213500,6228.99
2012-06-26,6157.84,6165.28,6109.93,6136.69,25550800,6136.69
2012-06-25,6229.43,6229.43,6118.72,6132.39,25886800,6132.39
2012-06-22,6273.10,6318.06,6256.34,6263.25,25903100,6263.25
2012-06-21,6357.25,6427.49,6331.79,6343.13,30737700,6343.13
2012-06-20,6364.06,6402.21,6333.97,6392.13,22461300,6392.13
2012-06-19,6254.77,6375.27,6233.25,6363.36,25250900,6363.36
2012-06-18,6304.77,6316.14,6221.87,6248.20,28946700,6248.20
2012-06-15,6164.56,6251.59,6158.78,6229.41,70434200,6229.41
2012-06-14,6146.92,6167.49,6078.22,6138.61,29461700,6138.61
2012-06-13,6183.80,6221.36,6093.61,6152.49,28021500,6152.49
2012-06-12,6141.92,6211.14,6083.81,6161.24,28227200,6161.24
2012-06-11,6255.65,6287.54,6130.28,6141.05,29749700,6141.05
2012-06-08,6082.63,6144.76,6053.95,6130.82,22742300,6130.82
2012-06-07,6117.76,6230.22,6099.08,6144.22,28859800,6144.22
2012-06-06,6028.36,6102.42,5996.41,6093.99,32200300,6093.99
2012-06-05,5999.86,6011.56,5914.43,5969.40,22355900,5969.40
2012-06-04,5976.46,6030.81,5942.38,5978.23,23699300,5978.23
2012-06-01,6259.76,6259.76,6008.47,6050.29,42856100,6050.29
2012-05-31,6297.68,6322.69,6208.09,6264.38,33014600,6264.38
2012-05-30,6360.79,6392.21,6258.89,6280.80,29677900,6280.80
2012-05-29,6396.65,6441.26,6334.75,6396.84,23019100,6396.84
2012-05-28,6425.10,6426.27,6311.33,6323.19,000,6323.19
2012-05-25,6334.15,6406.96,6279.55,6339.94,26596800,6339.94
2012-05-24,6338.12,6351.10,6244.48,6315.89,29406800,6315.89
2012-05-23,6352.43,6373.79,6258.85,6285.75,32300000,6285.75
2012-05-22,6381.83,6446.00,6351.02,6435.60,29013100,6435.60
2012-05-21,6269.31,6364.40,6244.02,6331.04,23792700,6331.04
2012-05-18,6254.82,6335.55,6229.30,6271.22,37614400,6271.22
2012-05-17,6401.15,6413.05,6291.10,6308.96,21026400,6308.96
2012-05-16,6344.92,6442.97,6297.38,6384.26,33500000,6384.26
2012-05-15,6501.93,6509.65,6353.26,6401.06,31070400,6401.06
2012-05-14,6499.79,6520.86,6404.28,6451.97,26865700,6451.97
2012-05-11,6465.19,6589.01,6454.21,6579.93,27864600,6579.93
2012-05-10,6531.15,6549.77,6440.23,6518.00,37107900,6518.00
2012-05-09,6483.27,6506.21,6375.79,6475.31,37212700,6475.31
2012-05-08,6548.74,6576.72,6415.03,6444.74,28639600,6444.74
2012-05-07,6515.94,6578.95,6410.03,6569.48,26200000,6569.48
2012-05-04,6682.96,6684.89,6546.00,6561.47,33324300,6561.47
2012-05-03,6749.27,6791.75,6648.50,6694.44,39192000,6694.44
2012-05-02,6861.30,6875.87,6664.57,6710.77,33923200,6710.77
2012-04-30,6844.10,6846.66,6759.90,6761.19,27000000,6761.19
2012-04-27,6662.31,6825.41,6652.51,6801.32,39072300,6801.32
2012-04-26,6702.61,6750.65,6642.04,6739.90,43854200,6739.90
2012-04-25,6622.96,6733.34,6622.90,6704.50,33488700,6704.50
2012-04-24,6566.11,6604.54,6508.10,6590.41,30721800,6590.41
2012-04-23,6666.79,6668.12,6499.07,6523.00,37566700,6523.00
2012-04-20,6689.71,6760.26,6651.80,6750.12,39428900,6750.12
2012-04-19,6775.46,6807.12,6665.31,6671.22,44420700,6671.22
2012-04-18,6780.49,6812.84,6718.10,6732.03,28212000,6732.03
2012-04-17,6625.71,6801.15,6616.95,6801.00,35953400,6801.00
2012-04-16,6556.30,6675.39,6548.39,6625.19,30743700,6625.19
2012-04-13,6732.07,6743.01,6552.32,6583.90,39352800,6583.90
2012-04-12,6710.37,6761.78,6651.81,6743.24,37209200,6743.24
2012-04-11,6628.66,6722.52,6603.07,6674.73,33024500,6674.73
2012-04-10,6694.72,6737.92,6606.43,6606.43,36990600,6606.43
2012-04-05,6817.85,6831.36,6685.80,6775.26,35399400,6775.26
2012-04-04,6940.61,6944.40,6772.95,6784.06,40871500,6784.06
2012-04-03,7053.91,7081.06,6981.21,6982.28,27387800,6982.28
2012-04-02,6973.99,7057.20,6911.63,7056.65,32398300,7056.65
2012-03-30,6924.82,6959.71,6898.91,6946.83,29578800,6946.83
2012-03-29,6980.09,6993.74,6841.97,6875.15,37906100,6875.15
2012-03-28,7056.05,7110.54,6998.80,6998.80,27738200,6998.80
2012-03-27,7106.77,7153.68,7075.16,7078.90,28973200,7078.90
2012-03-26,7022.64,7102.05,6969.97,7079.23,27599700,7079.23
2012-03-23,6986.90,7026.90,6908.97,6995.62,27379600,6995.62
2012-03-22,7053.42,7071.09,6938.20,6981.26,37292300,6981.26
2012-03-21,7088.76,7114.01,7012.04,7071.32,30160200,7071.32
2012-03-20,7121.92,7124.63,7032.07,7054.94,35770300,7054.94
2012-03-19,7143.93,7154.83,7095.13,7154.22,28231600,7154.22
2012-03-16,7145.78,7194.33,7142.75,7157.82,93000000,7157.82
2012-03-15,7093.97,7153.11,7072.27,7144.45,37620400,7144.45
2012-03-14,7028.92,7099.34,7028.15,7079.42,42715300,7079.42
2012-03-13,6957.25,7020.04,6941.96,6995.91,35174700,6995.91
2012-03-12,6868.97,6911.27,6846.90,6901.35,24438000,6901.35
2012-03-09,6848.52,6912.42,6830.63,6880.21,30300700,6880.21
2012-03-08,6723.33,6838.39,6703.89,6834.54,43164700,6834.54
2012-03-07,6638.48,6682.68,6612.61,6671.11,32184400,6671.11
2012-03-06,6835.97,6840.33,6633.11,6633.11,45805500,6633.11
2012-03-05,6876.89,6902.58,6815.47,6866.46,29151000,6866.46
2012-03-02,6944.45,6954.89,6904.10,6921.37,28284400,6921.37
2012-03-01,6831.97,6949.45,6817.73,6941.77,34326500,6941.77
2012-02-29,6914.66,6967.14,6843.27,6856.08,34840000,6856.08
2012-02-28,6867.23,6900.51,6809.22,6887.63,29200000,6887.63
2012-02-27,6817.46,6868.58,6743.65,6849.60,31051400,6849.60
2012-02-24,6871.25,6890.90,6826.34,6864.43,32319500,6864.43
2012-02-23,6838.94,6903.51,6733.59,6809.46,38477800,6809.46
2012-02-22,6914.68,6915.18,6821.80,6843.87,28158500,6843.87
2012-02-21,6936.91,6971.03,6873.54,6908.18,27069600,6908.18
2012-02-20,6892.00,6956.70,6878.50,6948.30,000,6948.30
2012-02-17,6811.02,6874.53,6794.89,6848.03,36191000,6848.03
2012-02-16,6665.24,6751.96,6651.72,6751.96,32413900,6751.96
2012-02-15,6807.55,6830.10,6736.56,6757.94,31915100,6757.94
2012-02-14,6712.68,6788.57,6698.32,6728.19,28807000,6728.19
2012-02-13,6748.68,6774.60,6709.63,6738.47,23225500,6738.47
2012-02-10,6730.54,6751.08,6649.56,6692.96,34655200,6692.96
2012-02-09,6782.14,6838.13,6746.10,6788.80,43080800,6788.80
2012-02-08,6800.72,6829.88,6735.67,6748.76,31013400,6748.76
2012-02-07,6772.75,6788.77,6682.89,6754.20,28238600,6754.20
2012-02-06,6752.03,6781.43,6714.82,6764.83,24951700,6764.83
2012-02-03,6649.57,6767.46,6635.63,6766.67,36955500,6766.67
2012-02-02,6640.05,6667.98,6606.37,6655.63,36733900,6655.63
2012-02-01,6482.95,6630.48,6482.56,6616.64,41433900,6616.64
2012-01-31,6489.04,6533.22,6450.10,6458.91,33055800,6458.91
2012-01-30,6454.54,6491.52,6414.33,6444.45,27883100,6444.45
2012-01-27,6507.77,6574.19,6484.35,6511.98,32252600,6511.98
2012-01-26,6453.62,6559.07,6430.37,6539.85,39435500,6539.85
2012-01-25,6448.87,6456.57,6366.65,6421.85,29882400,6421.85
2012-01-24,6372.49,6420.05,6339.00,6419.22,34983400,6419.22
2012-01-23,6387.33,6467.34,6349.69,6436.62,36892600,6436.62
2012-01-20,6410.75,6431.26,6371.69,6404.39,43818800,6404.39
2012-01-19,6377.24,6420.35,6333.70,6416.26,47715400,6416.26
2012-01-18,6330.43,6399.43,6280.52,6354.57,36023800,6354.57
2012-01-17,6301.91,6343.04,6270.97,6332.93,35967000,6332.93
2012-01-16,6120.40,6232.21,6104.11,6220.01,22558000,6220.01
2012-01-13,6242.49,6245.38,6063.66,6143.08,37550700,6143.08
2012-01-12,6160.09,6256.95,6148.85,6179.21,32966100,6179.21
2012-01-11,6148.45,6181.61,6106.03,6152.34,28897700,6152.34
2012-01-10,6090.87,6191.29,6069.36,6162.98,38258000,6162.98
2012-01-09,6061.26,6076.59,5987.75,6017.23,24365900,6017.23
2012-01-06,6114.64,6152.56,6012.64,6057.92,25127300,6057.92
2012-01-05,6121.34,6130.10,6040.94,6095.99,28094600,6095.99
2012-01-04,6141.26,6163.48,6088.06,6111.55,22440800,6111.55
2012-01-03,6124.11,6179.03,6108.62,6166.57,27401400,6166.57
2011-12-30,5867.03,5898.35,5817.71,5898.35,9422800,5898.35
2011-12-29,5804.13,5848.78,5775.79,5848.78,13731300,5848.78
2011-12-28,5875.87,5901.35,5771.27,5771.27,15624100,5771.27
2011-12-27,5900.70,5924.38,5877.98,5889.76,8010500,5889.76
2011-12-23,5905.18,5913.41,5844.64,5878.93,11190700,5878.93
2011-12-22,5830.13,5886.18,5820.44,5852.18,20944800,5852.18
2011-12-21,5918.72,5965.35,5771.62,5791.53,29979400,5791.53
2011-12-20,5652.61,5847.71,5637.53,5847.03,27147600,5847.03
2011-12-19,5651.74,5775.24,5644.19,5670.71,22079300,5670.71
2011-12-16,5764.45,5775.00,5693.41,5701.78,67660200,5701.78
2011-12-15,5713.48,5795.87,5682.16,5730.62,31639100,5730.62
2011-12-14,5738.98,5771.60,5675.14,5675.14,33441100,5675.14
2011-12-13,5801.39,5852.43,5734.12,5774.26,30398500,5774.26
2011-12-12,5945.19,5952.55,5785.43,5785.43,31442300,5785.43
2011-12-09,5806.49,6007.05,5802.36,5986.71,34722300,5986.71
2011-12-08,6054.56,6077.17,5868.63,5874.44,36845900,5874.44
2011-12-07,6116.26,6137.05,5919.56,5994.73,32189300,5994.73
2011-12-06,6021.73,6094.77,6005.82,6028.82,37175200,6028.82
2011-12-05,6137.87,6170.04,6086.42,6106.09,31904300,6106.09
2011-12-02,6117.73,6169.64,6055.48,6080.68,36316300,6080.68
2011-12-01,6080.48,6111.97,6017.38,6035.88,33757700,6035.88
2011-11-30,5741.21,6130.68,5725.98,6088.84,54927900,6088.84
2011-11-29,5725.68,5826.35,5690.57,5799.91,28463200,5799.91
2011-11-28,5577.19,5754.51,5573.00,5745.33,33258600,5745.33
2011-11-25,5433.30,5528.64,5366.50,5492.87,23161100,5492.87
2011-11-24,5512.77,5563.77,5399.90,5428.15,000,5428.15
2011-11-23,5485.67,5588.11,5457.77,5457.77,34499500,5457.77
2011-11-22,5648.50,5681.74,5537.39,5537.39,27129100,5537.39
2011-11-21,5767.09,5771.70,5598.05,5606.00,32730600,5606.00
2011-11-18,5800.79,5897.99,5769.69,5800.24,30460700,5800.24
2011-11-17,5875.86,5921.25,5778.10,5850.17,31285500,5850.17
2011-11-16,5873.29,6028.23,5852.04,5913.36,28104800,5913.36
2011-11-15,5920.43,6011.47,5815.85,5933.14,30809600,5933.14
2011-11-14,6097.27,6116.07,5934.09,5985.02,26255000,5985.02
2011-11-11,5881.49,6065.29,5855.12,6057.03,30712700,6057.03
2011-11-10,5732.32,5934.31,5721.97,5867.81,37153400,5867.81
2011-11-09,6045.87,6055.58,5767.26,5829.54,41995700,5829.54
2011-11-08,5950.44,6087.06,5934.23,5961.44,28072000,5961.44
2011-11-07,5905.93,6028.59,5835.09,5928.68,31556100,5928.68
2011-11-04,6175.43,6175.43,5928.92,5966.16,35795800,5966.16
2011-11-03,5835.36,6193.34,5832.03,6133.18,50326400,6133.18
2011-11-02,5897.14,5990.56,5810.79,5965.63,34051300,5965.63
2011-11-01,5934.54,5947.58,5762.26,5834.51,50911300,5834.51
2011-10-31,6283.19,6304.84,6141.34,6141.34,34570100,6141.34
2011-10-28,6364.18,6430.60,6305.50,6346.19,41487900,6346.19
2011-10-27,6222.75,6347.60,6196.60,6337.84,62548700,6337.84
2011-10-26,6041.16,6143.56,5951.82,6016.07,31283600,6016.07
2011-10-25,6026.45,6157.93,5964.28,6046.75,32778700,6046.75
2011-10-24,6014.36,6067.16,5937.58,6055.27,27538400,6055.27
2011-10-21,5800.06,5980.46,5769.19,5970.96,37582400,5970.96
2011-10-20,5834.42,5914.87,5752.83,5766.48,36015000,5766.48
2011-10-19,5909.58,5977.75,5874.85,5913.53,27125000,5913.53
2011-10-18,5781.77,5907.46,5747.65,5877.41,28418800,5877.41
2011-10-17,6021.29,6081.41,5819.97,5859.43,31908700,5859.43
2011-10-14,5934.78,6037.29,5885.39,5967.20,34489800,5967.20
2011-10-13,5969.91,6036.02,5878.29,5914.84,36374900,5914.84
2011-10-12,5851.10,6022.05,5798.16,5994.47,37347200,5994.47
2011-10-11,5825.91,5883.38,5773.88,5865.01,29914000,5865.01
2011-10-10,5705.40,5872.15,5652.99,5847.29,30469800,5847.29
2011-10-07,5647.66,5749.13,5606.32,5675.70,33773200,5675.70
2011-10-06,5511.56,5645.25,5465.55,5645.25,43781800,5645.25
2011-10-05,5341.43,5486.03,5266.14,5473.03,36853500,5473.03
2011-10-04,5284.11,5288.78,5125.44,5216.71,38128100,5216.71
2011-10-03,5311.93,5437.74,5289.04,5376.70,26285300,5376.70
2011-09-30,5602.55,5606.56,5438.55,5502.02,36597800,5502.02
2011-09-29,5555.07,5704.41,5533.33,5639.58,32227500,5639.58
2011-09-28,5560.60,5700.08,5520.59,5578.42,33258200,5578.42
2011-09-27,5502.89,5638.04,5483.23,5628.44,47598100,5628.44
2011-09-26,5128.56,5415.56,5118.19,5345.56,41842700,5345.56
2011-09-23,5227.09,5229.60,4973.92,5196.56,40802700,5196.56
2011-09-22,5258.42,5289.77,5135.85,5164.21,42986900,5164.21
2011-09-21,5557.07,5557.92,5417.85,5433.80,29222200,5433.80
2011-09-20,5373.53,5577.60,5369.07,5571.68,30618100,5571.68
2011-09-19,5447.32,5496.94,5362.01,5415.91,31196400,5415.91
2011-09-16,5607.51,5655.95,5524.22,5573.51,83673300,5573.51
2011-09-15,5386.86,5566.58,5374.57,5508.24,44832400,5508.24
2011-09-14,5108.10,5347.82,5105.82,5340.19,43360500,5340.19
2011-09-13,5153.95,5222.81,4969.84,5166.36,43188900,5166.36
2011-09-12,5063.59,5126.52,4965.80,5072.33,43750200,5072.33
2011-09-09,5383.63,5400.79,5174.24,5189.93,38534000,5189.93
2011-09-08,5410.08,5473.68,5313.78,5408.46,32435100,5408.46
2011-09-07,5332.52,5406.23,5276.88,5405.53,36320800,5405.53
2011-09-06,5248.31,5332.11,5150.05,5193.97,44398800,5193.97
2011-09-05,5409.90,5421.10,5208.40,5246.20,000,5246.20
2011-09-02,5623.70,5635.50,5493.31,5538.33,35729600,5538.33
2011-09-01,5793.10,5794.50,5639.03,5730.63,37537700,5730.63
2011-08-31,5686.26,5869.65,5648.97,5784.85,49542100,5784.85
2011-08-30,5713.53,5730.36,5572.65,5643.92,26854200,5643.92
2011-08-29,5634.06,5714.72,5587.78,5670.07,19843600,5670.07
2011-08-26,5582.50,5588.69,5403.58,5537.48,36127500,5537.48
2011-08-25,5739.86,5777.04,5451.52,5584.14,46227600,5584.14
2011-08-24,5579.80,5743.10,5514.15,5681.08,36724000,5681.08
2011-08-23,5529.26,5636.06,5452.15,5532.38,35757400,5532.38
2011-08-22,5412.75,5591.35,5408.71,5473.78,33877900,5473.78
2011-08-19,5581.51,5595.15,5345.36,5480.00,63842800,5480.00
2011-08-18,5854.36,5892.57,5535.61,5602.80,53714100,5602.80
2011-08-17,5910.50,6018.37,5870.17,5948.94,30907200,5948.94
2011-08-16,5957.94,5998.31,5849.52,5994.90,34177600,5994.90
2011-08-15,6075.59,6106.11,6008.01,6022.24,30978100,6022.24
2011-08-12,5775.96,6023.75,5678.62,5997.74,52384600,5997.74
2011-08-11,5771.21,5825.08,5487.82,5797.66,72182900,5797.66
2011-08-10,6040.68,6089.08,5549.02,5613.42,87252800,5613.42
2011-08-09,5896.14,6026.27,5502.63,5917.08,95099500,5917.08
2011-08-08,6170.69,6272.94,5911.09,5923.27,71999800,5923.27
2011-08-05,6338.77,6436.66,6152.62,6236.16,81668200,6236.16
2011-08-04,6714.79,6730.43,6391.54,6414.76,64343200,6414.76
2011-08-03,6717.84,6783.07,6543.60,6640.59,60276900,6640.59
2011-08-02,6909.43,6938.34,6772.38,6796.75,46228700,6796.75
2011-08-01,7254.50,7282.01,6953.98,6953.98,42809200,6953.98
2011-07-29,7108.27,7190.91,7063.82,7158.77,38125300,7158.77
2011-07-28,7163.95,7203.01,7110.13,7190.06,44256400,7190.06
2011-07-27,7315.75,7344.17,7216.58,7252.68,36552400,7252.68
2011-07-26,7369.89,7382.80,7302.50,7349.45,30274400,7349.45
2011-07-25,7273.60,7366.78,7258.52,7344.54,25257100,7344.54
2011-07-22,7308.48,7357.25,7266.79,7326.39,31435600,7326.39
2011-07-21,7264.98,7326.61,7142.43,7290.14,000,7290.14
2011-07-20,7250.18,7263.18,7166.37,7221.36,33754900,7221.36
2011-07-19,7148.48,7236.44,7139.76,7192.67,000,7192.67
2011-07-18,7162.82,7171.55,7089.09,7107.92,35099200,7107.92
2011-07-15,7188.70,7254.10,7139.68,7220.12,43506900,7220.12
2011-07-14,7204.94,7267.28,7197.49,7214.74,000,7214.74
2011-07-13,7171.47,7280.16,7163.09,7267.87,35735100,7267.87
2011-07-12,7112.19,7190.47,6996.26,7174.14,52912600,7174.14
2011-07-11,7352.73,7358.50,7188.96,7230.25,41724900,7230.25
2011-07-08,7502.83,7523.53,7389.80,7402.73,36224100,7402.73
2011-07-07,7467.82,7516.15,7442.98,7471.44,34618500,7471.44
2011-07-06,7443.93,7450.71,7396.74,7431.19,31339000,7431.19
2011-07-05,7433.13,7474.93,7424.73,7439.44,26160900,7439.44
2011-07-04,7427.14,7450.38,7416.73,7442.96,19069400,7442.96
2011-07-01,7374.49,7443.20,7357.03,7419.44,32625500,7419.44
2011-06-30,7310.34,7378.35,7285.44,7376.24,32845500,7376.24
